Protein A	Protein B	Rank
PP2BB_HUMAN	CALL6_HUMAN	5-star
PP2BB_HUMAN	APC4_HUMAN	5-star
PP2BB_HUMAN	ANC2_HUMAN	5-star
PP2BB_HUMAN	APC13_HUMAN	5-star
PP2BB_HUMAN	APC1_HUMAN	5-star
PP2BB_HUMAN	APC7_HUMAN	5-star
PP2BB_HUMAN	CDC16_HUMAN	5-star
PP2BB_HUMAN	CDC23_HUMAN	5-star
PP2BB_HUMAN	CDC26_HUMAN	5-star
PP2BB_HUMAN	CDC27_HUMAN	5-star
PP2BB_HUMAN	PP2BA_HUMAN	5-star
PP2BB_HUMAN	PPIA_HUMAN	5-star
PP2BB_HUMAN	2AAA_HUMAN	5-star
PP2BB_HUMAN	SOCS3_HUMAN	5-star
PP2BB_HUMAN	2ABA_HUMAN	5-star
PP2BB_HUMAN	2ABG_HUMAN	5-star
PP2BB_HUMAN	CYC_HUMAN	5-star
PP2BB_HUMAN	PP1B_HUMAN	5-star
PP2BB_HUMAN	P2R3A_HUMAN	5-star
PP2BB_HUMAN	PP1G_HUMAN	5-star
PP2BB_HUMAN	PTPA_HUMAN	5-star
PP2BB_HUMAN	SHOC2_HUMAN	5-star
PP2BC_HUMAN	BAD_HUMAN	5-star
PP2BC_HUMAN	BMR1B_HUMAN	5-star
PP2BC_HUMAN	A4_HUMAN	5-star
PP2BC_HUMAN	1433B_HUMAN	5-star
PP2BC_HUMAN	CALM_HUMAN	5-star
PP2BC_HUMAN	TGFR1_HUMAN	5-star
PP2BC_HUMAN	PP2BA_HUMAN	5-star
PP2BC_HUMAN	PP2BB_HUMAN	5-star
PP2BC_HUMAN	PLCG1_HUMAN	5-star
PP2BC_HUMAN	PLCG2_HUMAN	5-star
PP2BC_HUMAN	CALL3_HUMAN	5-star
PP2BC_HUMAN	PLCB2_HUMAN	5-star
PP2BC_HUMAN	PLCB1_HUMAN	5-star
PP2BC_HUMAN	PLCB3_HUMAN	5-star
PP2BC_HUMAN	PLCB4_HUMAN	5-star
PP2BC_HUMAN	HAX1_HUMAN	5-star
PP2BC_HUMAN	IP3KC_HUMAN	5-star
PP2BC_HUMAN	SDC2_HUMAN	5-star
PP2BC_HUMAN	NFAT5_HUMAN	5-star
PP2BC_HUMAN	APC11_HUMAN	5-star
PP2BC_HUMAN	CSK2B_HUMAN	5-star
PP2BC_HUMAN	APC10_HUMAN	5-star
PP2BC_HUMAN	CALL5_HUMAN	5-star
PP2BC_HUMAN	CALL6_HUMAN	5-star
PP2BC_HUMAN	PPR1B_HUMAN	5-star
PP2BC_HUMAN	BCL2_HUMAN	5-star
PP2BC_HUMAN	ANC2_HUMAN	5-star
PP2BC_HUMAN	APC13_HUMAN	5-star
PP2BC_HUMAN	APC1_HUMAN	5-star
PP2BC_HUMAN	APC4_HUMAN	5-star
PP2BC_HUMAN	APC5_HUMAN	5-star
PP2BC_HUMAN	APC7_HUMAN	5-star
PP2BC_HUMAN	CDC16_HUMAN	5-star
PP2BC_HUMAN	CDC20_HUMAN	5-star
PP2BC_HUMAN	CDC23_HUMAN	5-star
PP2BC_HUMAN	CDC26_HUMAN	5-star
PP2BC_HUMAN	CDC27_HUMAN	5-star
PP2BC_HUMAN	CANB1_HUMAN	5-star
PP2BC_HUMAN	BCLX_HUMAN	5-star
PRPH2_HUMAN	PERI_HUMAN	5-star
PRPH2_HUMAN	ROM1_HUMAN	5-star
PRPH2_HUMAN	CNGB1_HUMAN	5-star
PRPH2_HUMAN	GRAP2_HUMAN	5-star
RAB5A_HUMAN	AL2CL_HUMAN	5-star
RAB5A_HUMAN	DP13A_HUMAN	5-star
RAB5A_HUMAN	DP13B_HUMAN	5-star
RAB5A_HUMAN	RABE1_HUMAN	5-star
RAB5A_HUMAN	RBNS5_HUMAN	5-star
RAB5A_HUMAN	ANFY1_HUMAN	5-star
RAB5A_HUMAN	US6NL_HUMAN	5-star
RAB5A_HUMAN	AGTR1_HUMAN	5-star
RAB5A_HUMAN	OCRL_HUMAN	5-star
RAB5A_HUMAN	SDCB1_HUMAN	5-star
RAB5A_HUMAN	RABX5_HUMAN	5-star
RAB5A_HUMAN	RUFY1_HUMAN	5-star
RAB5A_HUMAN	EEA1_HUMAN	5-star
RAB5A_HUMAN	RAE1_HUMAN	5-star
RAB5A_HUMAN	PRAF1_HUMAN	5-star
RAB5A_HUMAN	RAE2_HUMAN	5-star
RAB5A_HUMAN	RAB5A_HUMAN	5-star
RAB5A_HUMAN	CFTR_HUMAN	5-star
RAB5A_HUMAN	GDIB_HUMAN	5-star
RAB5A_HUMAN	RASA1_HUMAN	5-star
RAB5A_HUMAN	RB22A_HUMAN	5-star
RAB5A_HUMAN	RABE2_HUMAN	5-star
RAB5A_HUMAN	KIF3B_HUMAN	5-star
RAB5A_HUMAN	PGTB2_HUMAN	5-star
RAB5A_HUMAN	SH3K1_HUMAN	5-star
RAB5A_HUMAN	PK3C3_HUMAN	5-star
RAB5A_HUMAN	RIN2_HUMAN	5-star
RAB5A_HUMAN	RAB7A_HUMAN	5-star
RAB5A_HUMAN	AP1G2_HUMAN	5-star
RAB5A_HUMAN	SRC_HUMAN	5-star
RAB5A_HUMAN	RIN1_HUMAN	5-star
RAB5A_HUMAN	STX4_HUMAN	5-star
RAB5A_HUMAN	TSC2_HUMAN	5-star
RAB5A_HUMAN	TBC3F_HUMAN	5-star
RAB5A_HUMAN	PDGFB_HUMAN	5-star
RAB5A_HUMAN	GDIA_HUMAN	5-star
RAB5A_HUMAN	SUN2_HUMAN	5-star
RAB5A_HUMAN	P85A_HUMAN	5-star
RAB5A_HUMAN	KCNN3_HUMAN	5-star
RAB5A_HUMAN	PI2R_HUMAN	5-star
RAB5A_HUMAN	SYUA_HUMAN	5-star
RAB5A_HUMAN	BAG3_HUMAN	5-star
RAB5A_HUMAN	NDKB_HUMAN	5-star
RAB5A_HUMAN	VPS45_HUMAN	5-star
RAB5A_HUMAN	PRA1_HUMAN	5-star
RAB5A_HUMAN	ACTN4_HUMAN	5-star
RAB5A_HUMAN	PGFRB_HUMAN	5-star
RAB5A_HUMAN	ARRB1_HUMAN	5-star
RAB5A_HUMAN	ITB1_HUMAN	5-star
RAB5A_HUMAN	ALS2_HUMAN	5-star
RAB5A_HUMAN	CTNB1_HUMAN	5-star
RAB5A_HUMAN	EHD1_HUMAN	5-star
RAB5A_HUMAN	EHD2_HUMAN	5-star
RAB5A_HUMAN	SGSM3_HUMAN	5-star
RAB5A_HUMAN	IL8_HUMAN	5-star
RAB5A_HUMAN	EHD3_HUMAN	5-star
RAB5A_HUMAN	CXCR2_HUMAN	5-star
RAC1_HUMAN	BAIP2_HUMAN	5-star
RAC1_HUMAN	BIRC2_HUMAN	5-star
RAC1_HUMAN	CHIO_HUMAN	5-star
RAC1_HUMAN	CLH1_HUMAN	5-star
RAC1_HUMAN	DEFI6_HUMAN	5-star
RAC1_HUMAN	GDIR1_HUMAN	5-star
RAC1_HUMAN	HACE1_HUMAN	5-star
RAC1_HUMAN	M3K4_HUMAN	5-star
RAC1_HUMAN	MRCKG_HUMAN	5-star
RAC1_HUMAN	NOXA1_HUMAN	5-star
RAC1_HUMAN	PAR6B_HUMAN	5-star
RAC1_HUMAN	PLXA4_HUMAN	5-star
RAC1_HUMAN	RAC1_HUMAN	5-star
RAC1_HUMAN	RHG15_HUMAN	5-star
RAC1_HUMAN	SET_HUMAN	5-star
RAC1_HUMAN	SH3R1_HUMAN	5-star
RAC1_HUMAN	SH3R3_HUMAN	5-star
RAC1_HUMAN	UBC_HUMAN	5-star
RAC1_HUMAN	UNKL_HUMAN	5-star
RAC1_HUMAN	ARHG4_HUMAN	5-star
RAC1_HUMAN	FLNB_HUMAN	5-star
RAC1_HUMAN	CYFP1_HUMAN	5-star
RAC1_HUMAN	GDIR2_HUMAN	5-star
RAC1_HUMAN	NCF1_HUMAN	5-star
RAC1_HUMAN	NCF2_HUMAN	5-star
RAC1_HUMAN	PIAS3_HUMAN	5-star
RAC1_HUMAN	SUMO1_HUMAN	5-star
RAC1_HUMAN	ARHGP_HUMAN	5-star
RAC1_HUMAN	KALRN_HUMAN	5-star
RAC1_HUMAN	PAK3_HUMAN	5-star
RAC1_HUMAN	XIAP_HUMAN	5-star
RAC1_HUMAN	ELMO1_HUMAN	5-star
RAC1_HUMAN	NCKP1_HUMAN	5-star
RAC1_HUMAN	CAV1_HUMAN	5-star
RAC1_HUMAN	MYD88_HUMAN	5-star
RAC1_HUMAN	OCRL_HUMAN	5-star
RAC1_HUMAN	PI42A_HUMAN	5-star
RAC1_HUMAN	STAU1_HUMAN	5-star
RAC1_HUMAN	BCR_HUMAN	5-star
RAC1_HUMAN	WASF1_HUMAN	5-star
RAC1_HUMAN	NOS2_HUMAN	5-star
RAC1_HUMAN	DVL2_HUMAN	5-star
RAC1_HUMAN	CHIN_HUMAN	5-star
RAC1_HUMAN	FINC_HUMAN	5-star
RAC1_HUMAN	RHG33_HUMAN	5-star
RAC1_HUMAN	LRRK2_HUMAN	5-star
RAC1_HUMAN	M3K11_HUMAN	5-star
RAC1_HUMAN	NEDD4_HUMAN	5-star
RAC1_HUMAN	RGRF1_HUMAN	5-star
RAC1_HUMAN	MTR1A_HUMAN	5-star
RAC1_HUMAN	KPCI_HUMAN	5-star
RAC1_HUMAN	LATS1_HUMAN	5-star
RAC1_HUMAN	TIAM1_HUMAN	5-star
RAC1_HUMAN	GDIR_HUMAN	5-star
RAC1_HUMAN	MYH9_HUMAN	5-star
RAC1_HUMAN	CASB_HUMAN	5-star
RAC1_HUMAN	CC104_HUMAN	5-star
RAC1_HUMAN	IMA3_HUMAN	5-star
RAC1_HUMAN	IMA7_HUMAN	5-star
RAC1_HUMAN	MAGI1_HUMAN	5-star
RAC1_HUMAN	RIN2_HUMAN	5-star
RAC1_HUMAN	SFPQ_HUMAN	5-star
RAC1_HUMAN	TNR12_HUMAN	5-star
RAC1_HUMAN	CASP3_HUMAN	5-star
RAC1_HUMAN	DICER_HUMAN	5-star
RAC1_HUMAN	MCF2L_HUMAN	5-star
RAC1_HUMAN	TRIO_HUMAN	5-star
RAC1_HUMAN	CLIP1_HUMAN	5-star
RAC1_HUMAN	PLXB1_HUMAN	5-star
RAC1_HUMAN	ACTB_HUMAN	5-star
RAC1_HUMAN	KS6B1_HUMAN	5-star
RAC1_HUMAN	PKHG2_HUMAN	5-star
RAC1_HUMAN	PRKN2_HUMAN	5-star
RAC1_HUMAN	SRC8_HUMAN	5-star
RAC1_HUMAN	RELB_HUMAN	5-star
RAC1_HUMAN	INGR1_HUMAN	5-star
RAC1_HUMAN	TBA4A_HUMAN	5-star
RAC1_HUMAN	GDIR3_HUMAN	5-star
RAC1_HUMAN	CASP7_HUMAN	5-star
RAC1_HUMAN	TRAF6_HUMAN	5-star
RAC1_HUMAN	SUMO2_HUMAN	5-star
RAC1_HUMAN	PAK1_HUMAN	5-star
RAC1_HUMAN	DIAP3_HUMAN	5-star
RAC1_HUMAN	CXCR4_HUMAN	5-star
RAC1_HUMAN	CTNB1_HUMAN	5-star
RAC1_HUMAN	NGEF_HUMAN	5-star
RAC1_HUMAN	RCC2_HUMAN	5-star
RAC1_HUMAN	C42S1_HUMAN	5-star
RAC1_HUMAN	HACD3_HUMAN	5-star
RAC1_HUMAN	KPCD_HUMAN	5-star
RAC1_HUMAN	RHG17_HUMAN	5-star
RAC1_HUMAN	FLNA_HUMAN	5-star
RAC1_HUMAN	STAT1_HUMAN	5-star
RAC1_HUMAN	S1PR3_HUMAN	5-star
RAC1_HUMAN	RHG31_HUMAN	5-star
RAC1_HUMAN	IQGA1_HUMAN	5-star
RAC1_HUMAN	GNA12_HUMAN	5-star
RAC1_HUMAN	PAK2_HUMAN	5-star
RAC1_HUMAN	MAP2_HUMAN	5-star
RAC1_HUMAN	NCK1_HUMAN	5-star
RAC1_HUMAN	ARHG1_HUMAN	5-star
RAC1_HUMAN	DMPK_HUMAN	5-star
RAC1_HUMAN	ABI2_HUMAN	5-star
RAC1_HUMAN	ARFP2_HUMAN	5-star
RAC1_HUMAN	CCND1_HUMAN	5-star
RAC1_HUMAN	GDIS_HUMAN	5-star
RAC1_HUMAN	ALS2_HUMAN	5-star
RAC1_HUMAN	WASP_HUMAN	5-star
RAC1_HUMAN	IQGA2_HUMAN	5-star
RAC1_HUMAN	PLCB2_HUMAN	5-star
RAC1_HUMAN	ERBB2_HUMAN	5-star
RAC1_HUMAN	M3K3_HUMAN	5-star
RAC1_HUMAN	UBP6_HUMAN	5-star
RAC1_HUMAN	FES_HUMAN	5-star
RAC1_HUMAN	RGAP1_HUMAN	5-star
RAC1_HUMAN	CCM2_HUMAN	5-star
RAC1_HUMAN	CDC42_HUMAN	5-star
RAC1_HUMAN	VAV_HUMAN	5-star
RAC1_HUMAN	DOCK1_HUMAN	5-star
RAC1_HUMAN	PLCG1_HUMAN	5-star
RAC1_HUMAN	RHOA_HUMAN	5-star
RAC1_HUMAN	VCAM1_HUMAN	5-star
RAC1_HUMAN	3BP1_HUMAN	5-star
RAC1_HUMAN	RASA1_HUMAN	5-star
RAC1_HUMAN	RHG35_HUMAN	5-star
RAC1_HUMAN	SYNJ2_HUMAN	5-star
RAC1_HUMAN	STAT3_HUMAN	5-star
RAC1_HUMAN	VAV3_HUMAN	5-star
RAC1_HUMAN	M3K1_HUMAN	5-star
RAC1_HUMAN	SH3R2_HUMAN	5-star
RAC1_HUMAN	PLD1_HUMAN	5-star
RAC1_HUMAN	TOM1_HUMAN	5-star
RAC1_HUMAN	CYFP2_HUMAN	5-star
RAC1_HUMAN	EGFR_HUMAN	5-star
RAC1_HUMAN	M3K10_HUMAN	5-star
RAC1_HUMAN	NGF_HUMAN	5-star
RAC1_HUMAN	WASL_HUMAN	5-star
RAC1_HUMAN	RTKN_HUMAN	5-star
RAC1_HUMAN	TIAM2_HUMAN	5-star
RAC1_HUMAN	C42S2_HUMAN	5-star
RAC1_HUMAN	ABI1_HUMAN	5-star
RAC1_HUMAN	PAK4_HUMAN	5-star
RAC1_HUMAN	MK08_HUMAN	5-star
RAC1_HUMAN	PAXI_HUMAN	5-star
RAC1_HUMAN	WASF2_HUMAN	5-star
RAC1_HUMAN	PREX2_HUMAN	5-star
RAC1_HUMAN	BCAR1_HUMAN	5-star
RAC1_HUMAN	DOCK2_HUMAN	5-star
RAC1_HUMAN	EPHA2_HUMAN	5-star
RAC1_HUMAN	RHG09_HUMAN	5-star
RAC1_HUMAN	SPT13_HUMAN	5-star
RAC1_HUMAN	SDF1_HUMAN	5-star
RAC1_HUMAN	RHG05_HUMAN	5-star
RAC1_HUMAN	DVL3_HUMAN	5-star
RAC1_HUMAN	ICMT_HUMAN	5-star
RAC1_HUMAN	PLAK_HUMAN	5-star
RAC1_HUMAN	PREX1_HUMAN	5-star
RAC1_HUMAN	EPHB2_HUMAN	5-star
RAC1_HUMAN	IQGA3_HUMAN	5-star
RAC1_HUMAN	PDGFB_HUMAN	5-star
RAC1_HUMAN	RGRF2_HUMAN	5-star
RAC1_HUMAN	EFNB2_HUMAN	5-star
RAC1_HUMAN	S1PR1_HUMAN	5-star
RAC1_HUMAN	CADH2_HUMAN	5-star
RAC1_HUMAN	EDN1_HUMAN	5-star
RAC1_HUMAN	FARP2_HUMAN	5-star
RAC1_HUMAN	SOS1_HUMAN	5-star
RAC1_HUMAN	CTNA1_HUMAN	5-star
RAC1_HUMAN	GTR4_HUMAN	5-star
RAC1_HUMAN	EPHB4_HUMAN	5-star
RAC1_HUMAN	SDC4_HUMAN	5-star
RAC1_HUMAN	ABL1_HUMAN	5-star
RAC1_HUMAN	TNR16_HUMAN	5-star
RAC1_HUMAN	EFNB3_HUMAN	5-star
RAC1_HUMAN	GBG2_HUMAN	5-star
RAC1_HUMAN	ITA5_HUMAN	5-star
RAC1_HUMAN	DOCK7_HUMAN	5-star
RAC1_HUMAN	ITB1_HUMAN	5-star
RAC1_HUMAN	NCK2_HUMAN	5-star
RAC1_HUMAN	PTPA_HUMAN	5-star
RAC1_HUMAN	RHG39_HUMAN	5-star
RAC1_HUMAN	UNC5A_HUMAN	5-star
RAC1_HUMAN	GNAO_HUMAN	5-star
RAC1_HUMAN	IL8_HUMAN	5-star
RAC1_HUMAN	PGFRB_HUMAN	5-star
RAC1_HUMAN	FHOD1_HUMAN	5-star
RAC1_HUMAN	GDS1_HUMAN	5-star
RAC1_HUMAN	IL1AP_HUMAN	5-star
RAC1_HUMAN	P85A_HUMAN	5-star
RAC1_HUMAN	PAK7_HUMAN	5-star
RAC1_HUMAN	PAR6A_HUMAN	5-star
RAC1_HUMAN	PAR6G_HUMAN	5-star
RAC1_HUMAN	LIS1_HUMAN	5-star
RAC1_HUMAN	P85B_HUMAN	5-star
RAC1_HUMAN	YES_HUMAN	5-star
RAC1_HUMAN	KPCA_HUMAN	5-star
RAC1_HUMAN	DOCK6_HUMAN	5-star
RAC1_HUMAN	E2AK2_HUMAN	5-star
RAC1_HUMAN	EDNRA_HUMAN	5-star
RAC1_HUMAN	CY24B_HUMAN	5-star
RAC1_HUMAN	KLH20_HUMAN	5-star
RAC1_HUMAN	CY24A_HUMAN	5-star
RAC1_HUMAN	2ABB_HUMAN	5-star
RAC1_HUMAN	DOK2_HUMAN	5-star
RAC1_HUMAN	FYN_HUMAN	5-star
RAC1_HUMAN	P55G_HUMAN	5-star
RAC1_HUMAN	PI51C_HUMAN	5-star
RAC1_HUMAN	PI51B_HUMAN	5-star
RAC1_HUMAN	PK3CB_HUMAN	5-star
RAC1_HUMAN	PK3CD_HUMAN	5-star
RAC1_HUMAN	CDK5_HUMAN	5-star
RAC1_HUMAN	TBC3F_HUMAN	5-star
RAC1_HUMAN	TP4A1_HUMAN	5-star
RAC1_HUMAN	TP4A3_HUMAN	5-star
RAC1_HUMAN	ARHG2_HUMAN	5-star
RAC1_HUMAN	DOCK8_HUMAN	5-star
RAC1_HUMAN	FMNL_HUMAN	5-star
RAC1_HUMAN	TLR2_HUMAN	5-star
RAC1_HUMAN	VWF_HUMAN	5-star
RAC1_HUMAN	RASN_HUMAN	5-star
RAC1_HUMAN	CNTP1_HUMAN	5-star
RAC1_HUMAN	ARHG7_HUMAN	5-star
RAC1_HUMAN	RHG32_HUMAN	5-star
RAC1_HUMAN	KTN1_HUMAN	5-star
RAC1_HUMAN	NOXO1_HUMAN	5-star
RAC1_HUMAN	RAB35_HUMAN	5-star
RAC1_HUMAN	AKT2_HUMAN	5-star
RAC1_HUMAN	S2A4R_HUMAN	5-star
RAC1_HUMAN	ARHGJ_HUMAN	5-star
RAC1_HUMAN	EGF_HUMAN	5-star
RAC1_HUMAN	RHG01_HUMAN	5-star
RAC1_HUMAN	NMDZ1_HUMAN	5-star
RAC1_HUMAN	RAB8A_HUMAN	5-star
RAC1_HUMAN	AKT1_HUMAN	5-star
RAC1_HUMAN	DVL1_HUMAN	5-star
RAC1_HUMAN	OPHN1_HUMAN	5-star
RAC1_HUMAN	MP2K7_HUMAN	5-star
RAC1_HUMAN	RBP1_HUMAN	5-star
RAC1_HUMAN	ROCK2_HUMAN	5-star
RAC1_HUMAN	SRC_HUMAN	5-star
RAC1_HUMAN	CTRO_HUMAN	5-star
RAC1_HUMAN	NMDE2_HUMAN	5-star
RAC1_HUMAN	VAV2_HUMAN	5-star
RAC1_HUMAN	GRN_HUMAN	5-star
RAC1_HUMAN	NET1_HUMAN	5-star
RAC1_HUMAN	LTBP4_HUMAN	5-star
RAC1_HUMAN	CADH1_HUMAN	5-star
RAC1_HUMAN	ILK_HUMAN	5-star
RAC1_HUMAN	TOLIP_HUMAN	5-star
RAC1_HUMAN	MK11_HUMAN	5-star
RAC1_HUMAN	EPHB1_HUMAN	5-star
RAC1_HUMAN	VEGFA_HUMAN	5-star
RAC1_HUMAN	NCF4_HUMAN	5-star
RAC1_HUMAN	RAB13_HUMAN	5-star
RAC1_HUMAN	MK14_HUMAN	5-star
RAC1_HUMAN	RHG24_HUMAN	5-star
RAC1_HUMAN	EXOC5_HUMAN	5-star
RAC1_HUMAN	RAB14_HUMAN	5-star
RAC1_HUMAN	SRGP2_HUMAN	5-star
RAC1_HUMAN	CRK_HUMAN	5-star
RAC1_HUMAN	EPS8_HUMAN	5-star
RAC1_HUMAN	EXOC4_HUMAN	5-star
RAC1_HUMAN	NOX1_HUMAN	5-star
RAC1_HUMAN	EFNA1_HUMAN	5-star
RAC1_HUMAN	SPN90_HUMAN	5-star
RAC1_HUMAN	MK09_HUMAN	5-star
RAC1_HUMAN	BCA1_HUMAN	5-star
RAC1_HUMAN	COX3_HUMAN	5-star
RAC1_HUMAN	RRAS_HUMAN	5-star
RAC1_HUMAN	ANGL4_HUMAN	5-star
RAC1_HUMAN	CRKL_HUMAN	5-star
RAC1_HUMAN	EPHB3_HUMAN	5-star
RAC1_HUMAN	PK3CA_HUMAN	5-star
RAC1_HUMAN	FRK_HUMAN	5-star
RAC1_HUMAN	HGF_HUMAN	5-star
RAC1_HUMAN	EXOC6_HUMAN	5-star
RAC1_HUMAN	PLXA1_HUMAN	5-star
RAC1_HUMAN	RAB10_HUMAN	5-star
RAC1_HUMAN	SEM4D_HUMAN	5-star
RAC1_HUMAN	RASH_HUMAN	5-star
RAC1_HUMAN	MYO5A_HUMAN	5-star
RAC1_HUMAN	GNAI2_HUMAN	5-star
RAC1_HUMAN	GNAZ_HUMAN	5-star
RAC1_HUMAN	M4K2_HUMAN	5-star
RAC1_HUMAN	APC_HUMAN	5-star
RAC1_HUMAN	DIAP1_HUMAN	5-star
RAC1_HUMAN	ROBO1_HUMAN	5-star
RAC1_HUMAN	ROCK1_HUMAN	5-star
RAC1_HUMAN	ARF6_HUMAN	5-star
RAC1_HUMAN	CD86_HUMAN	5-star
RAC1_HUMAN	ABR_HUMAN	5-star
RAC1_HUMAN	DSCAM_HUMAN	5-star
RAC1_HUMAN	MK12_HUMAN	5-star
RAC1_HUMAN	STX4_HUMAN	5-star
RAC1_HUMAN	FAK2_HUMAN	5-star
RAC1_HUMAN	GNAI1_HUMAN	5-star
RAC1_HUMAN	WNT5A_HUMAN	5-star
RAC1_HUMAN	FAK1_HUMAN	5-star
RAC1_HUMAN	DOCK9_HUMAN	5-star
RAC1_HUMAN	PLXA3_HUMAN	5-star
RAC1_HUMAN	SRGP1_HUMAN	5-star
RAC1_HUMAN	MK13_HUMAN	5-star
RAC1_HUMAN	PK3CG_HUMAN	5-star
RAC1_HUMAN	DCC_HUMAN	5-star
RAC1_HUMAN	KIT_HUMAN	5-star
RAC1_HUMAN	SOS2_HUMAN	5-star
RAC1_HUMAN	COG5_HUMAN	5-star
RAC1_HUMAN	ICAM1_HUMAN	5-star
RAC1_HUMAN	PLXA2_HUMAN	5-star
RAC1_HUMAN	MP2K3_HUMAN	5-star
RAC1_HUMAN	ABLM1_HUMAN	5-star
RAC1_HUMAN	ABLM2_HUMAN	5-star
RAC1_HUMAN	ABLM3_HUMAN	5-star
RAC1_HUMAN	GPC1_HUMAN	5-star
RAC1_HUMAN	SNP23_HUMAN	5-star
RAC1_HUMAN	GIT2_HUMAN	5-star
RAC1_HUMAN	NFKB1_HUMAN	5-star
RAC1_HUMAN	ASPC1_HUMAN	5-star
RAC1_HUMAN	FZD2_HUMAN	5-star
RAC1_HUMAN	ARTN_HUMAN	5-star
RAC1_HUMAN	MMP9_HUMAN	5-star
RAC1_HUMAN	ARRB2_HUMAN	5-star
RAC1_HUMAN	SLIT2_HUMAN	5-star
RAC1_HUMAN	BTK_HUMAN	5-star
RAC1_HUMAN	DOC11_HUMAN	5-star
RAC1_HUMAN	EXOC8_HUMAN	5-star
RAC1_HUMAN	LCK_HUMAN	5-star
RAC1_HUMAN	ACTN3_HUMAN	5-star
RAC1_HUMAN	CAN1_HUMAN	5-star
RAC1_HUMAN	CD5R1_HUMAN	5-star
RAC1_HUMAN	EDG1_HUMAN	5-star
RAC1_HUMAN	GBG1_HUMAN	5-star
RAC1_HUMAN	ITB3_HUMAN	5-star
RAC1_HUMAN	KCC1A_HUMAN	5-star
RAC1_HUMAN	NTRK1_HUMAN	5-star
RAC1_HUMAN	P3C2G_HUMAN	5-star
RAC1_HUMAN	PSA7L_HUMAN	5-star
RAC1_HUMAN	SPTA2_HUMAN	5-star
RAC1_HUMAN	STXB3_HUMAN	5-star
RAC1_HUMAN	TREM2_HUMAN	5-star
SMN_HUMAN	BAG6_HUMAN	5-star
SMN_HUMAN	BCL2_HUMAN	5-star
SMN_HUMAN	COIL_HUMAN	5-star
SMN_HUMAN	FUBP1_HUMAN	5-star
SMN_HUMAN	GAR1_HUMAN	5-star
SMN_HUMAN	GDF9_HUMAN	5-star
SMN_HUMAN	GEMI4_HUMAN	5-star
SMN_HUMAN	IMB1_HUMAN	5-star
SMN_HUMAN	LRIF1_HUMAN	5-star
SMN_HUMAN	LSM11_HUMAN	5-star
SMN_HUMAN	NTAQ1_HUMAN	5-star
SMN_HUMAN	P53_HUMAN	5-star
SMN_HUMAN	RUXE_HUMAN	5-star
SMN_HUMAN	SMN_HUMAN	5-star
SMN_HUMAN	U119A_HUMAN	5-star
SMN_HUMAN	STRAP_HUMAN	5-star
SMN_HUMAN	M3K5_HUMAN	5-star
SMN_HUMAN	GEMI6_HUMAN	5-star
SMN_HUMAN	GEMI2_HUMAN	5-star
SMN_HUMAN	ILF3_HUMAN	5-star
SMN_HUMAN	LENG8_HUMAN	5-star
SMN_HUMAN	LSM10_HUMAN	5-star
SMN_HUMAN	UBC_HUMAN	5-star
SMN_HUMAN	RFOX2_HUMAN	5-star
SMN_HUMAN	ACTB_HUMAN	5-star
SMN_HUMAN	GEMI8_HUMAN	5-star
SMN_HUMAN	HNRL1_HUMAN	5-star
SMN_HUMAN	LSM6_HUMAN	5-star
SMN_HUMAN	FBRL_HUMAN	5-star
SMN_HUMAN	HNRH1_HUMAN	5-star
SMN_HUMAN	ROA2_HUMAN	5-star
SMN_HUMAN	RU17_HUMAN	5-star
SMN_HUMAN	RL13_HUMAN	5-star
SMN_HUMAN	HNRH3_HUMAN	5-star
SMN_HUMAN	LSM4_HUMAN	5-star
SMN_HUMAN	SPN1_HUMAN	5-star
SMN_HUMAN	RU2A_HUMAN	5-star
SMN_HUMAN	MBB1A_HUMAN	5-star
SMN_HUMAN	DDX20_HUMAN	5-star
SMN_HUMAN	DDX17_HUMAN	5-star
SMN_HUMAN	HNRPR_HUMAN	5-star
SMN_HUMAN	NONO_HUMAN	5-star
SMN_HUMAN	LSM7_HUMAN	5-star
SMN_HUMAN	ERH_HUMAN	5-star
SMN_HUMAN	NOP56_HUMAN	5-star
SMN_HUMAN	SFPQ_HUMAN	5-star
SMN_HUMAN	TR150_HUMAN	5-star
SMN_HUMAN	KPYM_HUMAN	5-star
SMN_HUMAN	MSH2_HUMAN	5-star
SMN_HUMAN	G3P_HUMAN	5-star
SMN_HUMAN	RSMB_HUMAN	5-star
SMN_HUMAN	UCHL1_HUMAN	5-star
SMN_HUMAN	DHX9_HUMAN	5-star
SMN_HUMAN	GEMI5_HUMAN	5-star
SMN_HUMAN	GEMI7_HUMAN	5-star
SMN_HUMAN	SLX1_HUMAN	5-star
SMN_HUMAN	RUXG_HUMAN	5-star
SMN_HUMAN	RBBP6_HUMAN	5-star
SMN_HUMAN	ZRAB2_HUMAN	5-star
SMN_HUMAN	H31T_HUMAN	5-star
SMN_HUMAN	TCRG1_HUMAN	5-star
SMN_HUMAN	A1BG_HUMAN	5-star
SMN_HUMAN	A2MG_HUMAN	5-star
SMN_HUMAN	ACL6B_HUMAN	5-star
SMN_HUMAN	AGAP1_HUMAN	5-star
SMN_HUMAN	APLP1_HUMAN	5-star
SMN_HUMAN	ARFG1_HUMAN	5-star
SMN_HUMAN	ATPB_HUMAN	5-star
SMN_HUMAN	ATS10_HUMAN	5-star
